Time Symbol VWAP
20:00:00 AEZS 3.94
20:00:00 AFG 95.18
20:00:00 AFH 9.11
20:00:00 AFIN 13.06
20:00:00 AFK 21.41
20:00:00 AFL 47.5
20:00:00 AFMD 3.32
20:00:00 AFSI-E 8.75
20:00:00 AFSI-F 8.35
20:00:00 AFSS 14.68
20:00:00 AG 6.0
20:00:00 AGCO 64.19
20:00:00 AGEN 3.49
20:00:00 AGG 106.99
20:00:00 AGGP 18.96
20:00:00 AGGY 48.7
20:00:00 AGI 4.46
20:00:00 AGIO 51.49
20:00:00 AGLE 9.02
20:00:00 AGM 71.79
20:00:00 AGN 143.88
20:00:00 AGNC 17.96
20:00:00 AGNCB 25.34
20:00:00 AGNCN 25.79
20:00:00 AGO 40.39
20:00:00 AGO-E 25.53
20:00:00 AGQ 28.24
20:00:00 AGR 49.2
20:00:00 AGRO 7.47
20:00:00 AGRX 0.82
20:00:00 AGS 24.69
20:00:00 AGTC 2.99
20:00:00 AGX 42.03
20:00:00 AGYS 17.84
20:00:00 AGZ 112.26
20:00:00 AGZD 47.34
20:00:00 AHL 41.8
20:00:00 AHT 4.93
20:00:00 AHT-F 21.2
20:00:00 AHT-G 21.03
20:00:00 AI 8.66
20:00:00 AIA 60.23
20:00:00 AIG 42.92
20:00:00 AIG+ 7.06
20:00:00 AIMC 29.99
20:00:00 AIMT 22.66
20:00:00 AIN 68.92
20:00:00 AINC 65.23
20:00:00 AINV 14.99
20:00:00 AIR 36.87
20:00:00 AIRG 10.92
20:00:00 AIRR 23.78
20:00:00 AIT 58.44
20:00:00 AIV 49.46
20:00:00 AIZ 95.81
20:00:00 AJG 72.9
20:00:00 AJRD 38.71
20:00:00 AJX 12.87
20:00:00 AKAM 64.73
20:00:00 AKAO 1.68
20:00:00 AKBA 5.71
20:00:00 AKCA 28.22
20:00:00 AKG 0.76
20:00:00 AKO.B 22.58
20:00:00 AKR 28.37
20:00:00 AKRX 4.06
20:00:00 AKS 2.92
20:00:00 AKTS 7.51
20:00:00 AKTX 2.03
20:00:00 AL 38.37
20:00:00 ALB 80.2
20:00:00 ALBO 24.62
20:00:00 ALCO 30.44
20:00:00 ALDR 14.03
20:00:00 ALDX 8.57
20:00:00 ALE 75.4
20:00:00 ALGN 230.35
20:00:00 ALGT 125.84
20:00:00 ALK 64.76
20:00:00 ALKS 32.59
20:00:00 ALL 87.34
20:00:00 ALL-D 25.47
20:00:00 ALL-G 24.83
20:00:00 ALLE 85.9
20:00:00 ALLK 39.32
20:00:00 ALLO 29.99
20:00:00 ALLT 6.75
20:00:00 ALLY 26.76
20:00:00 ALNY 80.6
20:00:00 ALO 0.84
20:00:00 ALOT 19.95
20:00:00 ALP-Q 25.02
20:00:00 ALRM 62.07
20:00:00 ALSN 49.01
20:00:00 ALT 3.22
20:00:00 ALTM 8.19
20:00:00 ALTR 32.07
20:00:00 ALTY 14.57
20:00:00 ALV 79.09
20:00:00 ALXN 120.99
20:00:00 ALYA 2.85
20:00:00 AM 26.2
20:00:00 AMAG 15.25
20:00:00 AMAL 18.68
20:00:00 AMAT 39.84
20:00:00 AMBA 38.28
20:00:00 AMBC 18.71
20:00:00 AMBCW 8.9
20:00:00 AMBR 8.44
20:00:00 AMC 14.14
20:00:00 AMCI 9.68
20:00:00 AMCX 62.0
20:00:00 AMD 22.82
20:00:00 AME 72.57
20:00:00 AMED 129.55
20:00:00 AMEH 18.69
20:00:00 AMG 105.36
20:00:00 AMGN 185.13
20:00:00 AMGP 13.87
20:00:00 AMH 21.96
20:00:00 AMH-D 24.57
20:00:00 AMH-E 23.72
20:00:00 AMH-H 23.73
20:00:00 AMID 4.12
20:00:00 AMJ 25.36
20:00:00 AMKR 7.99
20:00:00 AMLP 9.99
20:00:00 AMMA 0.28
20:00:00 AMN 64.4
20:00:00 AMNB 32.54
20:00:00 AMOT 42.0
20:00:00 AMP 120.67
20:00:00 AMPE 0.5
20:00:00 AMPH 22.07
20:00:00 AMR 1.01
20:00:00 AMRC 14.81
20:00:00 AMRN 16.87
20:00:00 AMRS 3.08
20:00:00 AMRX 11.99
20:00:00 AMSC 12.81
20:00:00 AMSF 59.51
20:00:00 AMSWA 11.15
20:00:00 AMT 170.85
20:00:00 AMTB 13.98
20:00:00 AMTD 55.56
20:00:00 AMTX 1.01
20:00:00 AMU 16.01
20:00:00 AMWD 67.42
20:00:00 AMX 15.67
20:00:00 AMZN 1670.36
20:00:00 AN 37.65
20:00:00 ANAB 65.51
20:00:00 ANAT 137.76
20:00:00 ANDAU 10.05
20:00:00 ANDE 34.84
20:00:00 ANDX 36.1
20:00:00 ANET 210.14
20:00:00 ANF 21.56
20:00:00 ANGI 16.52
20:00:00 ANGL 28.15
20:00:00 ANGO 20.72
20:00:00 ANH 4.5
20:00:00 ANH-C 24.65
20:00:00 ANIK 37.82
20:00:00 ANIP 54.02
20:00:00 ANIX 5.2
20:00:00 ANSS 163.06
20:00:00 ANTM 297.67
20:00:00 AOA 51.43
20:00:00 AOBC 12.07
20:00:00 AOD 8.16
20:00:00 AOM 36.85
20:00:00 AON 154.32
20:00:00 AOR 43.13
20:00:00 AOS 47.62
20:00:00 AOSL 11.66
20:00:00 AP 3.42
20:00:00 APA 33.3
20:00:00 APAM 22.84
20:00:00 APC 47.62
20:00:00 APD 164.53
20:00:00 APDN 0.46
20:00:00 APEI 29.44
20:00:00 APH 87.93
20:00:00 APHA 7.61
20:00:00 APHB 0.25
20:00:00 APLE 16.18
20:00:00 APLS 13.41
20:00:00 APM 13.69
20:00:00 APO 27.67
20:00:00 APOG 33.6
20:00:00 APOP 2.36
20:00:00 APPF 60.78
20:00:00 APPN 31.55
20:00:00 APPS 2.29
20:00:00 APRN 1.42
20:00:00 APTO 2.0
20:00:00 APTS 16.0
20:00:00 APTV 73.73
20:00:00 APTX 5.25
20:00:00 APU 30.48
20:00:00 APVO 1.39
20:00:00 APY 34.6
20:00:00 APYX 8.7
20:00:00 AQ 8.91
20:00:00 AQN 10.98
20:00:00 AQST 7.18
20:00:00 AQUA 10.69
20:00:00 AQXP 2.27
20:00:00 AR 10.43
20:00:00 ARA 12.1
20:00:00 ARAY 4.38
20:00:00 ARCB 40.98
20:00:00 ARCC 16.24
20:00:00 ARCE 25.18
20:00:00 ARCH 86.97
20:00:00 ARCO 8.92
20:00:00 ARCT 5.0
20:00:00 ARD 11.82
20:00:00 ARDX 2.12
20:00:00 ARE 129.14
20:00:00 ARES 20.73
20:00:00 ARGD 25.29
20:00:00 ARGO 65.76
20:00:00 ARGT 27.73
20:00:00 ARGX 103.88
20:00:00 ARI 18.03
20:00:00 ARKQ 32.63
20:00:00 ARLO 6.92
20:00:00 ARLP 19.48
20:00:00 ARMK 32.6
20:00:00 ARNA 44.65
20:00:00 ARNC 18.75
20:00:00 AROC 9.79
20:00:00 AROW 31.51
20:00:00 ARPO 3.92
20:00:00 ARQL 3.48
20:00:00 ARR 21.06
20:00:00 ARRS 31.28
20:00:00 ARRY 18.3
20:00:00 ARTNA 34.49
20:00:00 ARTW 1.9
20:00:00 ARW 75.51
20:00:00 ARWR 13.51
20:00:00 ASA 10.17
20:00:00 ASB 22.03
20:00:00 ASC 5.6
20:00:00 ASGN 62.71
20:00:00 ASH 77.06
20:00:00 ASHR 23.92
20:00:00 ASIX 31.53
20:00:00 ASM 0.61
20:00:00 ASMB 21.69
20:00:00 ASML 177.09
20:00:00 ASNA 2.44
20:00:00 ASND 71.94
20:00:00 ASNS 2.76
20:00:00 ASPN 2.7
20:00:00 ASPS 23.19
20:00:00 ASPU 4.58
20:00:00 ASR 179.48
20:00:00 ASRT 4.32
20:00:00 ASTE 36.78
20:00:00 ASUR 5.44
20:00:00 ASX 3.94
20:00:00 ATEC 1.54
20:00:00 ATEN 6.65
20:00:00 ATGE 49.19
20:00:00 ATH 42.67
20:00:00 ATHM 70.5
20:00:00 ATHN 134.55
20:00:00 ATHX 1.57
20:00:00 ATI 27.15
20:00:00 ATIS 0.31
20:00:00 ATKR 22.31
20:00:00 ATLC 3.42
20:00:00 ATLO 25.24
20:00:00 ATNI 73.98
20:00:00 ATNM 0.56
20:00:00 ATNX 11.3
20:00:00 ATO 95.67
20:00:00 ATR 98.06
20:00:00 ATRA 35.97
20:00:00 ATRC 29.78
20:00:00 ATRI 774.59
20:00:00 ATRO 30.85
20:00:00 ATRS 2.97
20:00:00 ATSG 23.45
20:00:00 ATTU 24.79
20:00:00 ATU 22.7
20:00:00 ATUS 18.74
20:00:00 ATVI 46.08
20:00:00 ATXI 6.01
20:00:00 AU 13.89
20:00:00 AUDC 14.77
20:00:00 AUG 1.03
20:00:00 AUMN 0.36
20:00:00 AUO 3.96
20:00:00 AUPH 6.35
20:00:00 AUTL 26.28
20:00:00 AUTO 3.15
20:00:00 AUY 2.78
20:00:00 AVA 41.57
20:00:00 AVAL 6.81
20:00:00 AVAV 74.89
20:00:00 AVB 191.18
20:00:00 AVCO 5.66
20:00:00 AVD 17.34
20:00:00 AVEO 1.76
20:00:00 AVGO 271.96
20:00:00 AVGR 0.33
20:00:00 AVH 4.51
20:00:00 AVID 4.64
20:00:00 AVLR 39.63
20:00:00 AVNS 45.33
20:00:00 AVNW 13.79
20:00:00 AVP 1.91
20:00:00 AVRO 12.82
20:00:00 AVT 41.04
20:00:00 AVX 17.7
20:00:00 AVY 102.62
20:00:00 AVYA 16.9
20:00:00 AWF 11.37
20:00:00 AWI 66.51
20:00:00 AWK 94.23
20:00:00 AWR 65.82
20:00:00 AWRE 3.52
20:00:00 AWSM 2.62
20:00:00 AX 30.93
20:00:00 AXAS 1.2
20:00:00 AXDX 18.26
20:00:00 AXE 59.67
20:00:00 AXGN 16.33
20:00:00 AXL 14.52
20:00:00 AXP 102.55
20:00:00 AXS 55.46
20:00:00 AXS-E 23.41
20:00:00 AXSM 8.3
20:00:00 AXTA 25.85
20:00:00 AXU 1.06
20:00:00 AY 18.03
20:00:00 AYI 118.93
20:00:00 AYR 20.87
20:00:00 AYTU 1.2
20:00:00 AYX 70.91
20:00:00 AZN 36.0
20:00:00 AZO 842.98
20:00:00 AZPN 96.07
20:00:00 AZRE 10.92
20:00:00 AZRX 2.06
20:00:00 AZUL 29.13
20:00:00 AZZ 44.64
20:00:00 B 58.92
20:00:00 BA 387.74
20:00:00 BABA 166.92
20:00:00 BABY 33.46
20:00:00 BAC 29.29
20:00:00 BAC-C 26.31
20:00:00 BAC-L 1292.6
20:00:00 BAH 48.31
20:00:00 BAK 28.0
20:00:00 BAM 42.34
20:00:00 BANC 14.97
20:00:00 BANC-E 25.58
20:00:00 BAND 44.03
20:00:00 BANF 53.79
20:00:00 BANR 54.99
20:00:00 BANX 20.79
20:00:00 BAP 237.71
20:00:00 BAS 4.86
20:00:00 BATRA 27.08
20:00:00 BATRK 26.9
20:00:00 BAX 71.64
20:00:00 BB 8.09
20:00:00 BBAX 24.42
20:00:00 BBBY 14.69
20:00:00 BBCP 7.8
20:00:00 BBD 11.57
20:00:00 BBDO 10.38
20:00:00 BBEU 22.72
20:00:00 BBGI 4.67
20:00:00 BBJP 22.52
20:00:00 BBL 44.64
20:00:00 BBN 21.55
20:00:00 BBSI 63.13
20:00:00 BBT 49.19
20:00:00 BBT-H 26.04
20:00:00 BBVA 6.1
20:00:00 BBY 59.06
20:00:00 BC 51.01
20:00:00 BCBP 11.57
20:00:00 BCC 27.02
20:00:00 BCE 43.16
20:00:00 BCEI 23.34
20:00:00 BCH 31.25
20:00:00 BCML 21.31
20:00:00 BCO 73.38
20:00:00 BCOR 29.07
20:00:00 BCOV 7.63
20:00:00 BCPC 82.34
20:00:00 BCRH 6.52
20:00:00 BCRX 8.72
20:00:00 BCS 8.52
20:00:00 BCSF 19.46
20:00:00 BCTF 15.0
20:00:00 BDC 52.84
20:00:00 BDGE 30.68
20:00:00 BDJ 8.43
20:00:00 BDN 15.23
20:00:00 BDSI 4.5
20:00:00 BDX 245.05
20:00:00 BDXA 61.15
20:00:00 BE 9.37
20:00:00 BEAT 69.78
20:00:00 BECN 36.71
20:00:00 BEL 24.91
20:00:00 BELFB 22.96
20:00:00 BEN 29.37
20:00:00 BEP 29.11
20:00:00 BERY 50.69
20:00:00 BF.A 47.06
20:00:00 BF.B 46.63
20:00:00 BFAM 114.05
20:00:00 BFC 49.66
20:00:00 BFIN 15.24
20:00:00 BFR 13.5
20:00:00 BFS 53.55
20:00:00 BFST 23.25
20:00:00 BG 54.54
20:00:00 BGB 14.19
20:00:00 BGCP 6.16
20:00:00 BGG 12.69
20:00:00 BGNE 126.13
20:00:00 BGS 25.9
20:00:00 BGSF 24.46
20:00:00 BH 130.25
20:00:00 BHB 23.67
20:00:00 BHBK 23.49
20:00:00 BHC 24.15
20:00:00 BHE 24.96
20:00:00 BHF 36.96
20:00:00 BHFAL 24.76
20:00:00 BHGE 24.05
20:00:00 BHLB 28.03
20:00:00 BHP 50.92
20:00:00 BHVN 38.39
20:00:00 BIB 52.55
20:00:00 BICK 27.54
20:00:00 BID 39.09
20:00:00 BIDU 169.45
20:00:00 BIF 10.71
20:00:00 BIG 31.24
20:00:00 BIIB 327.38
20:00:00 BILI 18.26
20:00:00 BIO 243.77
20:00:00 BIOC 1.86
20:00:00 BIOL 1.75
20:00:00 BIOS 3.61
20:00:00 BIT 16.4
20:00:00 BITA 18.98
20:00:00 BIV 82.2
20:00:00 BJ 26.52
20:00:00 BJK 37.12
20:00:00 BJRI 51.63
20:00:00 BK 52.62
20:00:00 BKCC 6.16
20:00:00 BKD 8.26
20:00:00 BKE 17.42
20:00:00 BKEP 2.23
20:00:00 BKEPP 5.84
20:00:00 BKH 66.94
20:00:00 BKI 48.66
20:00:00 BKLN 22.47
20:00:00 BKNG 1825.2
20:00:00 BKS 5.82
20:00:00 BKU 34.28
20:00:00 BL 45.05
20:00:00 BLBD 19.54
20:00:00 BLCM 3.15
20:00:00 BLD 49.76
20:00:00 BLDP 3.44
20:00:00 BLDR 12.95
20:00:00 BLFS 13.02
20:00:00 BLHY 23.72
20:00:00 BLK 408.8
20:00:00 BLKB 70.51
20:00:00 BLL 51.45
20:00:00 BLMN 19.02
20:00:00 BLNK 2.43
20:00:00 BLNKW 0.55
20:00:00 BLPH 0.69
20:00:00 BLRX 0.64
20:00:00 BLUE 129.48
20:00:00 BLV 88.2
20:00:00 BLW 14.19
20:00:00 BLX 18.74
20:00:00 BMA 57.11
20:00:00 BMCH 16.87
20:00:00 BMI 52.32
20:00:00 BMO 74.29
20:00:00 BMRC 42.86
20:00:00 BMRN 96.72
20:00:00 BMS 48.45
20:00:00 BMTC 37.44
20:00:00 BMY 49.01
20:00:00 BNCL 15.61
20:00:00 BND 79.68
20:00:00 BNDX 54.74
20:00:00 BNED 5.71
20:00:00 BNFT 54.26
20:00:00 BNO 17.41
20:00:00 BNS 56.82
20:00:00 BOCH 11.08
20:00:00 BOE 10.26
20:00:00 BOH 78.03
20:00:00 BOIL 24.59
20:00:00 BOKF 85.65
20:00:00 BOLD 23.7
20:00:00 BOMN 24.94
20:00:00 BOND 103.53
20:00:00 BOOM 34.67
20:00:00 BOOT 23.31
20:00:00 BOTZ 18.29
20:00:00 BOX 20.24
20:00:00 BOXL 2.55
20:00:00 BP 40.73
20:00:00 BPFH 11.79
20:00:00 BPL 30.56
20:00:00 BPMC 70.67
20:00:00 BPMP 16.48
20:00:00 BPMX 0.1
20:00:00 BPOP 55.5
20:00:00 BPOPM 24.69
20:00:00 BPOPN 25.99
20:00:00 BPR 17.99
20:00:00 BPRAP 23.27
20:00:00 BPTH 2.02
20:00:00 BPY 17.84
20:00:00 BR 100.58
20:00:00 BRC 44.18
20:00:00 BREW 16.33
20:00:00 BRFS 6.45
20:00:00 BRK.B 206.72
20:00:00 BRKL 15.04
20:00:00 BRKR 35.36
20:00:00 BRKS 30.79
20:00:00 BRO 26.78
20:00:00 BRS 3.68
20:00:00 BRX 16.98
20:00:00 BRY 11.73
20:00:00 BRZU 38.52
20:00:00 BSAC 31.99
20:00:00 BSBR 13.04
20:00:00 BSCJ 21.07
20:00:00 BSCK 21.1
20:00:00 BSCM 20.82
20:00:00 BSCO 20.3
20:00:00 BSET 19.32
20:00:00 BSIG 12.43
20:00:00 BSJK 23.88
20:00:00 BSJM 24.12
20:00:00 BSMX 7.41
20:00:00 BSRR 26.8
20:00:00 BST 30.36
20:00:00 BSTC 64.06
20:00:00 BSV 78.85
20:00:00 BSVN 15.47
20:00:00 BSX 37.42
20:00:00 BT 15.43
20:00:00 BTAI 5.42
20:00:00 BTE 1.7
20:00:00 BTG 3.11
20:00:00 BTI 34.52
20:00:00 BTU 36.17
20:00:00 BTX 1.39
20:00:00 BUD 74.95
20:00:00 BURL 170.59
20:00:00 BUSE 25.7
20:00:00 BV 14.33
20:00:00 BVN 15.45
20:00:00 BVXV 5.28
20:00:00 BW 0.49
20:00:00 BWA 40.57
20:00:00 BWB 11.27
20:00:00 BWX 28.02
20:00:00 BWXT 46.17
20:00:00 BX 32.9
20:00:00 BXC 27.82
20:00:00 BXG 12.81
20:00:00 BXMT 34.12
20:00:00 BXP 129.76
20:00:00 BXS 29.45
20:00:00 BY 18.76
20:00:00 BYD 26.71
20:00:00 BYSI 18.02
20:00:00 BZH 12.03
20:00:00 BZQ 25.56
20:00:00 BZUN 34.54
20:00:00 C 64.5
20:00:00 C-K 26.75
20:00:00 C-S 26.2
20:00:00 CAAP 6.96
20:00:00 CABO 857.15
20:00:00 CACC 411.83
20:00:00 CACI 159.27
20:00:00 CADE 19.19
20:00:00 CAF 19.6
20:00:00 CAG 21.45
20:00:00 CAH 48.62
20:00:00 CAI 24.56
20:00:00 CAJ 29.03
20:00:00 CAKE 45.2
20:00:00 CAL 29.74
20:00:00 CALA 4.4
20:00:00 CALM 42.58
20:00:00 CALX 10.75
20:00:00 CAMP 14.25
20:00:00 CAMT 7.05
20:00:00 CAPL 17.49
20:00:00 CAPR 0.53
20:00:00 CAR 26.72
20:00:00 CARA 15.11
20:00:00 CARB 28.23
20:00:00 CARG 41.4
20:00:00 CARO 34.86
20:00:00 CARS 27.2
20:00:00 CARZ 34.17
20:00:00 CASA 11.75
20:00:00 CASH 23.92
20:00:00 CASI 3.55
20:00:00 CASM 1.66
20:00:00 CASS 51.18
20:00:00 CASY 129.96
20:00:00 CAT 130.75
20:00:00 CATC 75.01
20:00:00 CATM 28.53
20:00:00 CATO 14.93
20:00:00 CATS 11.64
20:00:00 CATY 37.51
20:00:00 CB 132.74
20:00:00 CBAT 1.1
20:00:00 CBAY 8.66
20:00:00 CBB 8.21
20:00:00 CBD 26.46
20:00:00 CBH 8.84
20:00:00 CBIO 8.46
20:00:00 CBK 0.6
20:00:00 CBL 2.44
20:00:00 CBL-E 13.0
20:00:00 CBLK 15.23
20:00:00 CBM 44.65
20:00:00 CBMG 17.53
20:00:00 CBOE 93.4
20:00:00 CBPO 78.0
20:00:00 CBPX 25.87
20:00:00 CBRE 45.3
20:00:00 CBRL 166.74
20:00:00 CBS 49.46
20:00:00 CBSH 61.17
20:00:00 CBSHP 25.73
20:00:00 CBT 47.6
20:00:00 CBTX 32.08
20:00:00 CBU 60.61
20:00:00 CC 36.09
20:00:00 CCBG 23.81
20:00:00 CCC 10.42
20:00:00 CCCL 1.85
20:00:00 CCD 19.4
20:00:00 CCEP 46.13
20:00:00 CCF 96.1
20:00:00 CCI 115.8
20:00:00 CCIH 1.18
20:00:00 CCJ 12.04
20:00:00 CCK 49.69
20:00:00 CCL 57.65
20:00:00 CCLP 2.6
20:00:00 CCMP 102.18
20:00:00 CCNE 25.65
20:00:00 CCOI 47.34
20:00:00 CCRN 9.43
20:00:00 CCS 22.42
20:00:00 CCU 27.13
20:00:00 CCXI 12.22
20:00:00 CDAY 40.43
20:00:00 CDE 5.07
20:00:00 CDEV 13.36
20:00:00 CDK 48.63
20:00:00 CDLX 16.78
20:00:00 CDMO 3.75
20:00:00 CDNA 26.8
20:00:00 CDNS 47.35
20:00:00 CDR 3.52
20:00:00 CDR-B 24.8
20:00:00 CDR-C 19.57
20:00:00 CDTX 2.85
20:00:00 CDW 82.86
20:00:00 CDXS 17.74
20:00:00 CDZI 10.24
20:00:00 CE 98.03
20:00:00 CECE 6.88
20:00:00 CECO 12.79
20:00:00 CEE 24.5
20:00:00 CEF 12.96
20:00:00 CEFL 13.78
20:00:00 CEI 0.47
20:00:00 CEIX 35.14
20:00:00 CELG 87.76
20:00:00 CEMB 49.04
20:00:00 CEMI 6.97
20:00:00 CEN 8.23
20:00:00 CENT 39.41
20:00:00 CENTA 35.68
20:00:00 CENX 8.8
20:00:00 CEO 165.09
20:00:00 CEQP 32.8
20:00:00 CERC 5.12
20:00:00 CERN 54.59
20:00:00 CERS 5.71
20:00:00 CET 26.24
20:00:00 CETV 3.04
20:00:00 CEV 11.46
20:00:00 CEVA 28.25
20:00:00 CF 43.05
20:00:00 CFBI 10.74
20:00:00 CFFAU 10.09
20:00:00 CFFI 49.82
20:00:00 CFFN 13.02
20:00:00 CFG 34.96
20:00:00 CFMS 0.55
20:00:00 CFR 99.87
20:00:00 CFRX 0.51
20:00:00 CFX 25.08
20:00:00 CG 17.98
20:00:00 CGBD 14.84
20:00:00 CGC 48.21
20:00:00 CGIX 0.25
20:00:00 CGNX 44.56
20:00:00 CGW 33.36
20:00:00 CHA 54.95
20:00:00 CHAD 36.35
20:00:00 CHAP 7.94
20:00:00 CHAU 17.1
20:00:00 CHCO 72.56
20:00:00 CHCT 32.37
20:00:00 CHD 63.34
20:00:00 CHDN 90.88
20:00:00 CHE 295.7
20:00:00 CHEF 32.39
20:00:00 CHEK 3.57
20:00:00 CHFC 44.82
20:00:00 CHFS 8.31
20:00:00 CHGG 34.71
20:00:00 CHH 78.72
20:00:00 CHI 10.24
20:00:00 CHK 2.91
20:00:00 CHKP 110.61
20:00:00 CHL 52.64
20:00:00 CHMA 3.46
20:00:00 CHRA 7.24
20:00:00 CHRS 12.9
20:00:00 CHRW 86.36
20:00:00 CHS 5.76
20:00:00 CHSCM 25.87
20:00:00 CHSCN 26.6
20:00:00 CHSCO 27.81
20:00:00 CHSCP 28.99
20:00:00 CHSP 27.89
20:00:00 CHT 34.93
20:00:00 CHTR 292.35
20:00:00 CHU 11.49
20:00:00 CHUY 22.29
20:00:00 CHW 7.66
20:00:00 CHY 11.0
20:00:00 CI 199.16
20:00:00 CIA 7.3
20:00:00 CIB 43.64
20:00:00 CIBR 25.61
20:00:00 CIEN 37.38
20:00:00 CIG 3.74
20:00:00 CIM 18.97
20:00:00 CINF 80.31
20:00:00 CIO 11.44
20:00:00 CIR 27.32
20:00:00 CISN 12.02
20:00:00 CIT 47.05
20:00:00 CIVB 18.92
20:00:00 CIVI 17.68
20:00:00 CIX 14.67
20:00:00 CIZN 21.72
20:00:00 CJ 15.82
20:00:00 CKH 41.88
20:00:00 CL 63.79
20:00:00 CLAR 11.21
20:00:00 CLB 68.17
20:00:00 CLBK 14.73
20:00:00 CLBS 4.98
20:00:00 CLD 0.4
20:00:00 CLDR 13.1
20:00:00 CLDT 20.11
20:00:00 CLDX 0.41
20:00:00 CLF 10.8
20:00:00 CLFD 12.2
20:00:00 CLGX 36.3
20:00:00 CLH 59.49
20:00:00 CLI 20.25
20:00:00 CLLS 16.67
20:00:00 CLM 12.04
20:00:00 CLNC 16.43
20:00:00 CLNE 1.89
20:00:00 CLNY 5.86
20:00:00 CLNY-E 25.35
20:00:00 CLPR 12.97
20:00:00 CLPS 6.46
20:00:00 CLR 46.99
20:00:00 CLS 9.84
20:00:00 CLSD 1.18
20:00:00 CLVS 24.37
20:00:00 CLW 33.72
20:00:00 CLX 146.03
20:00:00 CLXT 12.84
20:00:00 CM 84.74
20:00:00 CMA 82.04
20:00:00 CMC 17.57
20:00:00 CMCM 6.55
20:00:00 CMCO 35.51
20:00:00 CMCSA 35.54
20:00:00 CMD 80.34
20:00:00 CME 181.41
20:00:00 CMF 58.42
20:00:00 CMFN 7.68
20:00:00 CMFNL 25.19
20:00:00 CMG 532.66
20:00:00 CMI 146.86
20:00:00 CMLS 12.06
20:00:00 CMO 7.24
20:00:00 CMP 52.54
20:00:00 CMPR 115.87
20:00:00 CMRX 2.4
20:00:00 CMS 51.44
20:00:00 CMSC 25.46
20:00:00 CMTL 24.78
20:00:00 CN 31.34
20:00:00 CNA 45.56
20:00:00 CNAT 2.3
20:00:00 CNBKA 76.56
20:00:00 CNC 129.87
20:00:00 CNCE 14.17
20:00:00 CNDT 12.62
20:00:00 CNET 1.52
20:00:00 CNHI 10.21
20:00:00 CNI 83.68
20:00:00 CNK 40.28
20:00:00 CNMD 68.96
20:00:00 CNNE 18.85
20:00:00 CNO 17.75
20:00:00 CNOB 20.24
20:00:00 CNP 30.28
20:00:00 CNQ 27.32
20:00:00 CNS 37.24
20:00:00 CNSL 10.44
20:00:00 CNST 6.98
20:00:00 CNTY 7.8
20:00:00 CNX 13.54
20:00:00 CNXN 32.19
20:00:00 CODI 14.75
20:00:00 CODX 2.27
20:00:00 COF 81.02
20:00:00 COF-D 26.05
