Time Symbol VWAP
14:00:00 AABA 65.93
14:00:00 AAL 36.4
14:00:00 AAPL 162.46
14:00:00 ABCB 38.18
14:00:00 ABMD 331.96
14:00:00 ABT 69.64
14:00:00 ACAD 22.3
14:00:00 ACGL 28.76
14:00:00 ACIA 43.1
14:00:00 ACIU 5.01
14:00:00 ADBE 240.24
14:00:00 ADI 97.68
14:00:00 ADP 137.71
14:00:00 ADT 7.16
14:00:00 AEGN 18.1
14:00:00 AG 5.76
14:00:00 AGN 142.7
14:00:00 AGNC 18.06
14:00:00 AGZD 47.49
14:00:00 AIMC 29.62
14:00:00 AKAM 64.43
14:00:00 AKAO 1.8
14:00:00 AKS 2.78
14:00:00 ALGN 208.34
14:00:00 ALT 3.14
14:00:00 ALV 76.94
14:00:00 ALXN 119.56
14:00:00 AMAT 38.6
14:00:00 AMBC 18.58
14:00:00 AMC 14.32
14:00:00 AMCN 0.45
14:00:00 AMCX 64.63
14:00:00 AMD 21.28
14:00:00 AME 72.45
14:00:00 AMGN 187.81
14:00:00 AMKR 7.85
14:00:00 AMP 121.82
14:00:00 AMRN 16.63
14:00:00 AMZN 1621.27
14:00:00 ANET 208.84
14:00:00 ANSS 160.32
14:00:00 ANTM 292.5
14:00:00 APA 33.25
14:00:00 ARLO 7.1
14:00:00 ARRY 17.94
14:00:00 ASTE 36.9
14:00:00 ATHN 134.55
14:00:00 ATRA 34.98
14:00:00 ATRO 31.02
14:00:00 ATTU 24.8
14:00:00 ATUS 18.99
14:00:00 ATVI 46.32
14:00:00 AUDC 14.36
14:00:00 AUO 3.99
14:00:00 AUPH 6.32
14:00:00 AUY 2.69
14:00:00 AVCO 5.98
14:00:00 AVEO 1.78
14:00:00 AVGO 270.0
14:00:00 AVT 40.82
14:00:00 AWSM 2.74
14:00:00 AXE 60.83
14:00:00 AXGN 16.4
14:00:00 AXP 101.11
14:00:00 AY 18.29
14:00:00 AZUL 28.53
14:00:00 BA 387.51
14:00:00 BABA 160.84
14:00:00 BAC 29.45
14:00:00 BAK 28.2
14:00:00 BAM 42.48
14:00:00 BAND 44.35
14:00:00 BANR 55.02
14:00:00 BEN 30.25
14:00:00 BF.B 46.22
14:00:00 BFR 13.49
14:00:00 BFST 22.92
14:00:00 BGG 12.31
14:00:00 BGR 11.58
14:00:00 BHBK 23.51
14:00:00 BHP 49.84
14:00:00 BIDU 167.41
14:00:00 BIIB 325.37
14:00:00 BILI 18.06
14:00:00 BIOC 1.86
14:00:00 BIOS 3.59
14:00:00 BIS 18.57
14:00:00 BKYI 1.39
14:00:00 BMA 56.77
14:00:00 BMY 48.84
14:00:00 BNCL 15.34
14:00:00 BOKF 84.99
14:00:00 BP 40.45
14:00:00 BPL 30.75
14:00:00 BPRN 29.93
14:00:00 BRK.B 203.99
14:00:00 BRS 3.85
14:00:00 BRZU 37.84
14:00:00 BSBR 12.67
14:00:00 BSX 37.06
14:00:00 BTI 34.23
14:00:00 BTX 1.57
